lon,lat
37.8206972282953,-44.4180284266276
41.1965468526629,-43.3381196676556
43.382148936765,-41.4356241286513
46.5569950097712,-38.9696194671048
50.7018976667805,-37.8067155936451
53.7312989040199,-36.5354003840475
54.5833668157892,-34.7000352649864
57.4540764144208,-34.3576353447053
57.5271171103835,-32.3140051982577
59.4448487092762,-31.1862171259729
61.8141969404899,-29.6157485104614
65.3006925868562,-27.610010038403
69.1568014779213,-26.9445695227707
71.8701095334544,-26.1700977121884
75.5877212268107,-27.7210647515826
75.5333905109978,-29.0571334045986
76.3130405661219,-30.9612745895574
78.2453227818377,-33.7881340204512
79.5142796860199,-36.0750632274874
80.2242255046239,-38.0387382412089
79.4152191914022,-39.9051089620281
79.0376876317575,-42.0278550687447
78.7095564144668,-42.3841822811356
76.4173609138215,-43.6972815728956
76.9426774853179,-45.6267105573588
74.60580507167501,-48.01196772393608
72.12967470637221,-49.19778720640162
68.6109631346261,-49.19778720640162
65.74386481690706,-49.642469512326194
64.1369509989911,-48.9405675885431
59.4838492597246,-48.5684827447962
55.969666006501285,-48.01196772393608
52.6222806950504,-46.967558183247
50.4513792609726,-46.112885637208
48.28062960898205,-46.08501106492959
46.2631616009803,-45.5054121532108
42.6164571577545,-45.2631059111915
40.7059242550241,-45.8696006876011
37.46384959213296,-46.82614824147055
36.8958502258145,-44.6590100348833
37.1599576946557,-44.7796405194325
